DRS_id,DRS,Município,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Total Notificados,Total Confirmados,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18,Coluna 19
5.00,BARRETOS,353390 Olímpia,648.00,346.00,"1,264.00",537.00,"1,887.00",636.00,"3,799.00","1,519.00",,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353400 Onda Verde,44.00,15.00,106.00,47.00,77.00,19.00,227.00,81.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353410 Oriente,14.00,6.00,95.00,29.00,77.00,38.00,186.00,73.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353420 Orindiúva,38.00,3.00,65.00,11.00,59.00,14.00,162.00,28.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,353430 Orlândia,78.00,9.00,175.00,18.00,174.00,37.00,427.00,64.00,,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,353440 Osasco,735.00,433.00,"3,088.00","2,061.00","5,130.00","2,759.00","8,953.00","5,253.00",,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353450 Oscar Bressane,7.00,4.00,22.00,9.00,26.00,2.00,55.00,15.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353460 Osvaldo Cruz,26.00,13.00,144.00,70.00,167.00,110.00,337.00,193.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353470 Ourinhos,202.00,107.00,624.00,238.00,"1,038.00",291.00,"1,864.00",636.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353475 Ouroeste,84.00,21.00,127.00,35.00,124.00,35.00,335.00,91.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,353480 Ouro Verde,11.00,2.00,26.00,1.00,35.00,2.00,72.00,5.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353490 Pacaembu,4.00,2.00,11.00,10.00,10.00,9.00,25.00,21.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353500 Palestina,82.00,7.00,196.00,12.00,125.00,6.00,403.00,25.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353510 Palmares Paulista,491.00,377.00,353.00,142.00,261.00,9.00,"1,105.00",528.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353520 Palmeira d'Oeste,14.00,3.00,60.00,25.00,55.00,8.00,129.00,36.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353530 Palmital,42.00,8.00,104.00,21.00,154.00,67.00,300.00,96.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,353540 Panorama,27.00,3.00,74.00,10.00,42.00,4.00,143.00,17.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353550 Paraguaçu Paulista,88.00,21.00,330.00,108.00,647.00,128.00,"1,065.00",257.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,353560 Paraibuna,50.00,5.00,238.00,27.00,247.00,27.00,535.00,59.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353570 Paraíso,180.00,127.00,147.00,80.00,165.00,28.00,492.00,235.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,353580 Paranapanema,2.00,0.00,24.00,1.00,76.00,19.00,102.00,20.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353590 Paranapuã,9.00,3.00,14.00,4.00,23.00,8.00,46.00,15.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353600 Parapuã,37.00,4.00,125.00,17.00,116.00,22.00,278.00,43.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,353610 Pardinho,6.00,2.00,3.00,1.00,19.00,7.00,28.00,10.00,,,,,,,,,,,,,,,,,,,
12.00,REGISTRO,353620 PariqueraÁAçu,7.00,2.00,26.00,10.00,360.00,50.00,393.00,62.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353625 Parisi,13.00,4.00,55.00,22.00,116.00,65.00,184.00,91.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,353630 Patrocínio Paulista,9.00,1.00,157.00,100.00,143.00,49.00,309.00,150.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,353640 Paulicéia,5.00,3.00,23.00,15.00,10.00,0.00,38.00,18.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,353650 Paulínia,438.00,206.00,959.00,467.00,"1,285.00",791.00,"2,682.00","1,464.00",,,,,,,,,,,,,,,,,,,
6.00,BAURU,353657 Paulistânia,0.00,0.00,1.00,0.00,12.00,8.00,13.00,8.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353660 Paulo de Faria,126.00,36.00,319.00,144.00,529.00,232.00,974.00,412.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,353670 Pederneiras,"1,345.00","1,084.00","1,316.00",986.00,849.00,412.00,"3,510.00","2,482.00",,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,353680 Pedra Bela,4.00,0.00,25.00,7.00,40.00,11.00,69.00,18.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353690 Pedranópolis,2.00,0.00,7.00,1.00,18.00,2.00,27.00,3.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,353700 Pedregulho,341.00,85.00,255.00,61.00,41.00,13.00,637.00,159.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,353710 Pedreira,41.00,12.00,245.00,83.00,642.00,145.00,928.00,240.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353715 Pedrinhas Paulista,14.00,0.00,43.00,8.00,79.00,27.00,136.00,35.00,,,,,,,,,,,,,,,,,,,
12.00,REGISTRO,353720 Pedro de Toledo,2.00,0.00,8.00,0.00,5.00,0.00,15.00,0.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,353730 Penápolis,20.00,2.00,50.00,8.00,63.00,7.00,133.00,17.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,353740 Pereira Barreto,15.00,1.00,42.00,7.00,68.00,24.00,125.00,32.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,353750 Pereiras,2.00,0.00,4.00,4.00,5.00,2.00,11.00,6.00,,,,,,,,,,,,,,,,,,,
4.00,BAIXADA SANTISTA,353760 Peruíbe,100.00,15.00,455.00,100.00,691.00,327.00,"1,246.00",442.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,353770 Piacatu,3.00,2.00,5.00,4.00,3.00,2.00,11.00,8.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,353780 Piedade,21.00,3.00,163.00,14.00,247.00,67.00,431.00,84.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,353790 Pilar do Sul,11.00,4.00,17.00,7.00,31.00,16.00,59.00,27.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,353800 Pindamonhangaba,"3,146.00","3,089.00","5,094.00","4,999.00","1,443.00","1,371.00","9,683.00","9,459.00",,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353810 Pindorama,91.00,35.00,161.00,76.00,266.00,130.00,518.00,241.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,353820 Pinhalzinho,16.00,4.00,80.00,7.00,327.00,6.00,423.00,17.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,353830 Piquerobi,2.00,0.00,16.00,0.00,18.00,2.00,36.00,2.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,353850 Piquete,51.00,10.00,390.00,101.00,514.00,205.00,955.00,316.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,353860 Piracaia,20.00,3.00,107.00,8.00,351.00,0.00,478.00,11.00,,,,,,,,,,,,,,,,,,,
10.00,PIRACICABA,353870 Piracicaba,"2,967.00","1,120.00","6,463.00","1,802.00","10,653.00","4,496.00","20,083.00","7,418.00",,,,,,,,,,,,,,,,,,,
6.00,BAURU,353880 Piraju,31.00,13.00,171.00,68.00,599.00,333.00,801.00,414.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,353890 Pirajuí,20.00,1.00,51.00,4.00,27.00,4.00,98.00,9.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353900 Pirangi,51.00,28.00,218.00,139.00,328.00,138.00,597.00,305.00,,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,353910 Pirapora do Bom Jesus,7.00,0.00,97.00,9.00,64.00,16.00,168.00,25.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,353920 Pirapozinho,41.00,4.00,82.00,5.00,119.00,14.00,242.00,23.00,,,,,,,,,,,,,,,,,,,
10.00,PIRACICABA,353930 Pirassununga,318.00,220.00,777.00,565.00,"1,553.00","1,032.00","2,648.00","1,817.00",,,,,,,,,,,,,,,,,,,
